damage taken,direction,encounter,month of departure
77%,southbound,water elemental,5/1400
14%,northbound,harpy,5/1400
33%,southbound,merpeople,5/1400
18%,northbound,harpy,5/1400
95%,northbound,nessie,5/1400
56%,northbound,kraken,5/1400
21%,southbound,pirates,5/1400
40%,southbound,sharks,5/1400
30%,northbound,sharks,5/1400
50%,northbound,pirates,5/1400
25%,southbound,pirates,5/1400
57%,southbound,kraken,5/1400
71%,southbound,kraken,5/1400
88%,southbound,nessie,5/1400
85%,southbound,nessie,5/1400
75%,northbound,water elemental,5/1400
21%,southbound,pirates,5/1400
23%,northbound,pirates,5/1400
42%,northbound,pirates,5/1400
34%,southbound,crabmonsters,5/1400
54%,southbound,kraken,5/1400
70%,northbound,nessie,5/1400
41%,southbound,kraken,5/1400
41%,northbound,pirates,5/1400
100%+,southbound,unknown,5/1400
29%,southbound,sharks,5/1400
16%,northbound,harpy,5/1400
18%,northbound,pirates,5/1400
75%,southbound,water elemental,5/1400
100%+,southbound,unknown,5/1400
65%,southbound,merpeople,5/1400
32%,northbound,sharks,5/1400
45%,northbound,merpeople,5/1400
58%,southbound,merpeople,5/1400
5%,southbound,harpy,5/1400
90%,southbound,crabmonsters,5/1400
43%,northbound,pirates,5/1400
81%,northbound,water elemental,5/1400
60%,northbound,merpeople,5/1400
100%+,northbound,unknown,5/1400
75%,southbound,water elemental,5/1400
14%,southbound,sharks,5/1400
10%,northbound,harpy,5/1400
51%,southbound,crabmonsters,5/1400
33%,southbound,sharks,5/1400
45%,northbound,kraken,5/1400
20%,northbound,pirates,5/1400
24%,southbound,pirates,5/1400
21%,northbound,pirates,5/1400
17%,southbound,crabmonsters,5/1400
36%,southbound,pirates,5/1400
50%,northbound,kraken,5/1400
14%,southbound,harpy,5/1400
97%,southbound,demon whale,5/1400
62%,northbound,merpeople,5/1400
37%,northbound,pirates,5/1400
91%,northbound,demon whale,5/1400
77%,southbound,water elemental,5/1400
7%,southbound,harpy,5/1400
16%,northbound,harpy,5/1400
4%,northbound,harpy,5/1400
29%,southbound,pirates,5/1400
12%,southbound,harpy,5/1400
49%,southbound,kraken,5/1400
13%,northbound,merpeople,5/1400
14%,northbound,pirates,5/1400
21%,southbound,pirates,5/1400
37%,southbound,merpeople,5/1400
52%,northbound,merpeople,5/1400
100%+,southbound,unknown,5/1400
65%,southbound,merpeople,5/1400
41%,southbound,pirates,5/1400
22%,southbound,sharks,5/1400
62%,southbound,crabmonsters,5/1400
56%,northbound,merpeople,5/1400
21%,southbound,harpy,5/1400
6%,southbound,harpy,5/1400
15%,southbound,pirates,5/1400
40%,southbound,pirates,5/1400
39%,southbound,pirates,5/1400
100%+,northbound,unknown,5/1400
44%,southbound,pirates,5/1400
17%,northbound,pirates,5/1400
21%,southbound,pirates,5/1400
77%,southbound,water elemental,5/1400
77%,northbound,nessie,5/1400
77%,southbound,water elemental,5/1400
37%,southbound,pirates,5/1400
40%,southbound,kraken,5/1400
41%,southbound,kraken,5/1400
100%+,southbound,unknown,5/1400
83%,northbound,merpeople,5/1400
100%+,southbound,unknown,5/1400
13%,northbound,pirates,5/1400
100%+,northbound,unknown,5/1400
100%+,southbound,unknown,5/1400
47%,southbound,crabmonsters,5/1400
23%,northbound,sharks,5/1400
81%,southbound,water elemental,5/1400
20%,northbound,sharks,5/1400
14%,northbound,pirates,5/1400
100%+,southbound,unknown,5/1400
32%,northbound,pirates,5/1400
84%,northbound,water elemental,5/1400
29%,southbound,sharks,5/1400
24%,northbound,pirates,5/1400
18%,northbound,harpy,5/1400
19%,northbound,sharks,5/1400
44%,northbound,pirates,5/1400
31%,northbound,pirates,5/1400
18%,northbound,harpy,5/1400
15%,northbound,harpy,5/1400
14%,southbound,sharks,5/1400
100%+,northbound,unknown,5/1400
41%,southbound,crabmonsters,5/1400
100%+,northbound,unknown,5/1400
58%,northbound,kraken,5/1400
17%,northbound,pirates,5/1400
28%,northbound,sharks,5/1400
45%,southbound,pirates,5/1400
52%,southbound,pirates,5/1400
30%,northbound,sharks,5/1400
7%,northbound,harpy,5/1400
58%,southbound,kraken,5/1400
77%,southbound,water elemental,5/1400
34%,northbound,pirates,5/1400
14%,southbound,harpy,5/1400
45%,northbound,kraken,5/1400
61%,southbound,kraken,5/1400
82%,northbound,nessie,5/1400
22%,northbound,sharks,5/1400
78%,northbound,water elemental,5/1400
55%,northbound,kraken,5/1400
100%+,southbound,unknown,5/1400
76%,southbound,water elemental,5/1400
17%,southbound,pirates,5/1400
9%,southbound,sharks,5/1400
42%,southbound,sharks,5/1400
24%,northbound,pirates,5/1400
85%,northbound,water elemental,5/1400
58%,northbound,kraken,5/1400
100%+,southbound,unknown,5/1400
23%,northbound,crabmonsters,5/1400
23%,northbound,sharks,5/1400
3%,southbound,sharks,5/1400
34%,northbound,pirates,5/1400
12%,northbound,pirates,5/1400
34%,southbound,crabmonsters,5/1400
4%,northbound,harpy,5/1400
18%,northbound,sharks,5/1400
23%,southbound,sharks,5/1400
33%,northbound,pirates,5/1400
100%+,southbound,unknown,5/1400
32%,southbound,pirates,5/1400
75%,southbound,water elemental,5/1400
28%,southbound,pirates,5/1400
74%,southbound,water elemental,5/1400
15%,northbound,harpy,5/1400
58%,southbound,kraken,5/1400
52%,northbound,merpeople,5/1400
23%,northbound,sharks,5/1400
76%,southbound,water elemental,5/1400
32%,northbound,sharks,5/1400
48%,southbound,pirates,5/1400
16%,northbound,pirates,5/1400
56%,northbound,kraken,5/1400
17%,northbound,sharks,5/1400
36%,northbound,pirates,5/1400
22%,southbound,pirates,5/1400
14%,southbound,pirates,5/1400
45%,northbound,pirates,5/1400
38%,southbound,crabmonsters,5/1400
22%,southbound,sharks,5/1400
32%,northbound,sharks,5/1400
77%,southbound,water elemental,5/1400
100%+,northbound,unknown,5/1400
69%,southbound,merpeople,6/1400
45%,southbound,pirates,6/1400
76%,northbound,water elemental,6/1400
88%,southbound,nessie,6/1400
18%,northbound,pirates,6/1400
100%+,northbound,unknown,6/1400
11%,southbound,harpy,6/1400
17%,southbound,pirates,6/1400
23%,southbound,sharks,6/1400
58%,northbound,kraken,6/1400
77%,northbound,water elemental,6/1400
26%,northbound,pirates,6/1400
11%,northbound,sharks,6/1400
100%+,northbound,unknown,6/1400
51%,southbound,kraken,6/1400
64%,southbound,merpeople,6/1400
21%,southbound,pirates,6/1400
12%,southbound,pirates,6/1400
100%+,southbound,unknown,6/1400
14%,southbound,crabmonsters,6/1400
65%,southbound,kraken,6/1400
80%,northbound,water elemental,6/1400
100%+,southbound,unknown,6/1400
35%,northbound,sharks,6/1400
79%,northbound,water elemental,6/1400
58%,northbound,kraken,6/1400
18%,southbound,pirates,6/1400
15%,northbound,pirates,6/1400
32%,southbound,pirates,6/1400
50%,northbound,kraken,6/1400
44%,northbound,merpeople,6/1400
9%,northbound,harpy,6/1400
15%,northbound,pirates,6/1400
22%,northbound,pirates,6/1400
91%,southbound,demon whale,6/1400
20%,southbound,pirates,6/1400
100%+,southbound,unknown,6/1400
41%,northbound,sharks,6/1400
47%,southbound,pirates,6/1400
66%,northbound,merpeople,6/1400
27%,southbound,pirates,6/1400
78%,southbound,water elemental,6/1400
15%,southbound,merpeople,6/1400
27%,northbound,pirates,6/1400
22%,northbound,pirates,6/1400
100%+,northbound,unknown,6/1400
60%,southbound,merpeople,6/1400
77%,northbound,kraken,6/1400
18%,southbound,harpy,6/1400
54%,northbound,merpeople,6/1400
18%,southbound,sharks,6/1400
54%,southbound,kraken,6/1400
33%,northbound,pirates,6/1400
41%,southbound,crabmonsters,6/1400
37%,southbound,crabmonsters,6/1400
39%,southbound,pirates,6/1400
21%,southbound,crabmonsters,6/1400
42%,southbound,kraken,6/1400
100%+,northbound,unknown,6/1400
100%+,northbound,unknown,6/1400
17%,northbound,pirates,6/1400
54%,northbound,merpeople,6/1400
99%,northbound,merpeople,6/1400
12%,southbound,harpy,6/1400
16%,northbound,pirates,6/1400
20%,southbound,pirates,6/1400
25%,southbound,pirates,6/1400
100%+,northbound,unknown,6/1400
78%,southbound,water elemental,6/1400
80%,northbound,water elemental,6/1400
100%+,southbound,unknown,6/1400
54%,southbound,kraken,6/1400
82%,southbound,water elemental,6/1400
21%,southbound,pirates,6/1400
27%,southbound,pirates,6/1400
10%,northbound,pirates,6/1400
32%,northbound,pirates,6/1400
60%,northbound,kraken,6/1400
31%,northbound,sharks,6/1400
46%,southbound,pirates,6/1400
18%,northbound,pirates,6/1400
18%,southbound,harpy,6/1400
100%+,southbound,unknown,6/1400
100%+,northbound,unknown,6/1400
100%+,northbound,unknown,6/1400
16%,southbound,pirates,6/1400
21%,northbound,sharks,6/1400
20%,southbound,pirates,6/1400
100%+,southbound,unknown,6/1400
16%,southbound,pirates,6/1400
78%,southbound,water elemental,6/1400
9%,northbound,harpy,6/1400
94%,northbound,crabmonsters,6/1400
21%,southbound,pirates,6/1400
23%,southbound,sharks,6/1400
100%+,northbound,unknown,6/1400
26%,northbound,sharks,6/1400
17%,southbound,pirates,6/1400
10%,southbound,pirates,6/1400
27%,northbound,sharks,6/1400
10%,southbound,harpy,6/1400
25%,southbound,sharks,6/1400
25%,northbound,crabmonsters,6/1400
42%,northbound,pirates,6/1400
41%,southbound,pirates,6/1400
78%,northbound,demon whale,6/1400
50%,northbound,kraken,6/1400
69%,northbound,kraken,6/1400
37%,northbound,pirates,6/1400
100%+,southbound,unknown,6/1400
100%+,northbound,unknown,6/1400
22%,northbound,pirates,6/1400
58%,southbound,merpeople,6/1400
11%,southbound,pirates,6/1400
37%,northbound,pirates,6/1400
100%+,northbound,unknown,6/1400
100%+,southbound,unknown,6/1400
21%,northbound,sharks,6/1400
21%,southbound,pirates,6/1400
53%,northbound,merpeople,6/1400
100%+,southbound,unknown,6/1400
18%,northbound,pirates,6/1400
37%,northbound,pirates,6/1400
100%+,northbound,unknown,6/1400
96%,southbound,nessie,6/1400
12%,southbound,pirates,6/1400
39%,northbound,pirates,6/1400
79%,northbound,water elemental,6/1400
30%,southbound,sharks,6/1400
100%+,northbound,unknown,6/1400
78%,northbound,water elemental,6/1400
17%,southbound,sharks,6/1400
13%,southbound,sharks,6/1400
21%,northbound,pirates,6/1400
15%,southbound,harpy,6/1400
26%,northbound,pirates,6/1400
79%,northbound,water elemental,6/1400
12%,northbound,harpy,6/1400
46%,northbound,pirates,6/1400
17%,southbound,pirates,6/1400
48%,southbound,pirates,6/1400
21%,southbound,pirates,6/1400
11%,southbound,pirates,6/1400
100%+,southbound,unknown,6/1400
9%,southbound,sharks,6/1400
99%,northbound,demon whale,6/1400
21%,southbound,pirates,6/1400
75%,southbound,water elemental,6/1400
19%,southbound,sharks,6/1400
47%,southbound,pirates,6/1400
19%,southbound,pirates,6/1400
98%,northbound,demon whale,6/1400
39%,southbound,pirates,6/1400
24%,northbound,sharks,6/1400
70%,southbound,merpeople,6/1400
83%,southbound,water elemental,6/1400
10%,northbound,harpy,6/1400
5%,northbound,crabmonsters,6/1400
17%,southbound,harpy,6/1400
100%+,southbound,unknown,6/1400
82%,northbound,water elemental,6/1400
30%,southbound,pirates,6/1400
76%,southbound,merpeople,6/1400
18%,southbound,pirates,6/1400
43%,southbound,merpeople,6/1400
27%,southbound,sharks,6/1400
100%+,southbound,unknown,6/1400
81%,northbound,water elemental,6/1400
6%,northbound,crabmonsters,6/1400
31%,southbound,sharks,6/1400
43%,northbound,pirates,6/1400
84%,southbound,water elemental,6/1400
6%,southbound,harpy,6/1400
17%,southbound,pirates,6/1400
5%,southbound,pirates,6/1400
100%+,southbound,unknown,6/1400
42%,southbound,pirates,6/1400
82%,southbound,water elemental,6/1400
100%+,northbound,unknown,6/1400
33%,southbound,sharks,7/1400
16%,southbound,sharks,7/1400
100%+,northbound,unknown,7/1400
34%,northbound,sharks,7/1400
27%,southbound,pirates,7/1400
10%,northbound,harpy,7/1400
32%,northbound,sharks,7/1400
12%,southbound,pirates,7/1400
80%,northbound,demon whale,7/1400
81%,northbound,water elemental,7/1400
85%,southbound,water elemental,7/1400
51%,northbound,pirates,7/1400
100%+,southbound,unknown,7/1400
78%,southbound,nessie,7/1400
100%+,northbound,unknown,7/1400
47%,southbound,kraken,7/1400
17%,northbound,harpy,7/1400
24%,southbound,pirates,7/1400
52%,northbound,kraken,7/1400
18%,southbound,harpy,7/1400
42%,southbound,kraken,7/1400
18%,southbound,pirates,7/1400
23%,southbound,sharks,7/1400
42%,southbound,pirates,7/1400
79%,southbound,crabmonsters,7/1400
100%+,northbound,unknown,7/1400
83%,southbound,water elemental,7/1400
47%,southbound,pirates,7/1400
44%,southbound,kraken,7/1400
20%,southbound,sharks,7/1400
64%,southbound,crabmonsters,7/1400
18%,northbound,pirates,7/1400
39%,southbound,pirates,7/1400
54%,northbound,kraken,7/1400
17%,northbound,merpeople,7/1400
20%,northbound,harpy,7/1400
55%,southbound,crabmonsters,7/1400
50%,southbound,kraken,7/1400
13%,southbound,harpy,7/1400
4%,northbound,crabmonsters,7/1400
57%,southbound,kraken,7/1400
47%,northbound,kraken,7/1400
15%,northbound,sharks,7/1400
81%,northbound,water elemental,7/1400
50%,northbound,kraken,7/1400
46%,southbound,pirates,7/1400
77%,southbound,water elemental,7/1400
27%,southbound,sharks,7/1400
21%,southbound,sharks,7/1400
14%,southbound,pirates,7/1400
59%,northbound,kraken,7/1400
79%,southbound,nessie,7/1400
100%+,southbound,unknown,7/1400
45%,northbound,pirates,7/1400
26%,northbound,sharks,7/1400
76%,northbound,crabmonsters,7/1400
100%+,southbound,unknown,7/1400
34%,northbound,pirates,7/1400
74%,southbound,water elemental,7/1400
58%,southbound,pirates,7/1400
26%,northbound,sharks,7/1400
29%,northbound,sharks,7/1400
5%,northbound,crabmonsters,7/1400
35%,northbound,pirates,7/1400
16%,southbound,sharks,7/1400
25%,southbound,merpeople,7/1400
82%,southbound,water elemental,7/1400
36%,northbound,sharks,7/1400
22%,northbound,sharks,7/1400
68%,northbound,crabmonsters,7/1400
53%,southbound,pirates,7/1400
57%,northbound,merpeople,7/1400
11%,southbound,sharks,7/1400
47%,northbound,kraken,7/1400
45%,northbound,kraken,7/1400
100%+,northbound,unknown,7/1400
6%,northbound,harpy,7/1400
47%,southbound,pirates,7/1400
15%,southbound,pirates,7/1400
25%,northbound,pirates,7/1400
85%,southbound,water elemental,7/1400
56%,northbound,kraken,7/1400
17%,northbound,harpy,7/1400
14%,northbound,sharks,7/1400
52%,southbound,merpeople,7/1400
32%,northbound,pirates,7/1400
100%+,northbound,unknown,7/1400
75%,southbound,water elemental,7/1400
43%,southbound,pirates,7/1400
16%,southbound,harpy,7/1400
19%,northbound,pirates,7/1400
100%+,southbound,unknown,7/1400
79%,northbound,water elemental,7/1400
20%,northbound,pirates,7/1400
59%,southbound,merpeople,7/1400
8%,southbound,pirates,7/1400
61%,northbound,merpeople,7/1400
78%,southbound,water elemental,7/1400
15%,southbound,pirates,7/1400
15%,southbound,pirates,7/1400
17%,northbound,pirates,7/1400
45%,northbound,merpeople,7/1400
21%,northbound,sharks,7/1400
49%,northbound,kraken,7/1400
98%,southbound,crabmonsters,7/1400
49%,northbound,pirates,7/1400
41%,northbound,merpeople,7/1400
63%,southbound,merpeople,7/1400
100%+,northbound,unknown,7/1400
81%,northbound,demon whale,7/1400
22%,southbound,merpeople,7/1400
20%,southbound,pirates,7/1400
16%,southbound,pirates,7/1400
65%,northbound,kraken,7/1400
15%,northbound,harpy,7/1400
100%+,southbound,unknown,7/1400
48%,northbound,pirates,7/1400
100%+,northbound,unknown,7/1400
27%,northbound,pirates,7/1400
71%,northbound,kraken,7/1400
51%,southbound,kraken,7/1400
45%,northbound,pirates,7/1400
39%,northbound,merpeople,7/1400
100%+,southbound,unknown,7/1400
63%,northbound,kraken,7/1400
48%,northbound,pirates,7/1400
18%,northbound,harpy,7/1400
77%,southbound,water elemental,7/1400
86%,southbound,demon whale,7/1400
42%,northbound,kraken,7/1400
92%,southbound,merpeople,7/1400
76%,southbound,water elemental,7/1400
90%,northbound,demon whale,7/1400
100%+,southbound,unknown,7/1400
11%,southbound,pirates,7/1400
15%,southbound,pirates,7/1400
13%,southbound,pirates,7/1400
100%+,northbound,unknown,7/1400
96%,southbound,nessie,7/1400
79%,northbound,nessie,7/1400
2%,northbound,crabmonsters,7/1400
98%,southbound,nessie,7/1400
100%+,southbound,unknown,7/1400
32%,southbound,pirates,7/1400
100%+,southbound,unknown,7/1400
9%,southbound,harpy,7/1400
77%,northbound,crabmonsters,7/1400
21%,northbound,pirates,7/1400
79%,southbound,water elemental,7/1400
11%,southbound,sharks,7/1400
20%,northbound,pirates,7/1400
10%,southbound,harpy,7/1400
46%,northbound,pirates,7/1400
13%,northbound,harpy,7/1400
20%,northbound,merpeople,7/1400
18%,southbound,sharks,7/1400
85%,southbound,water elemental,7/1400
15%,southbound,sharks,7/1400
56%,southbound,kraken,7/1400
12%,southbound,pirates,7/1400
27%,southbound,sharks,7/1400
19%,northbound,sharks,7/1400
22%,northbound,pirates,7/1400
100%+,southbound,unknown,7/1400
100%+,northbound,unknown,7/1400
13%,northbound,harpy,7/1400
83%,northbound,water elemental,7/1400
62%,southbound,kraken,7/1400
18%,northbound,pirates,7/1400
100%+,southbound,unknown,7/1400
25%,northbound,pirates,7/1400
100%+,southbound,unknown,7/1400
100%+,southbound,unknown,7/1400
100%+,northbound,unknown,7/1400
92%,northbound,nessie,7/1400
21%,southbound,pirates,7/1400
22%,northbound,crabmonsters,7/1400
58%,northbound,kraken,7/1400
31%,northbound,sharks,7/1400
82%,southbound,demon whale,7/1400
76%,southbound,water elemental,7/1400
55%,southbound,merpeople,7/1400
56%,northbound,kraken,7/1400
22%,northbound,sharks,7/1400
14%,southbound,pirates,7/1400
87%,northbound,demon whale,7/1400
20%,southbound,sharks,7/1400
81%,southbound,water elemental,7/1400
7%,southbound,harpy,7/1400
22%,southbound,sharks,7/1400
38%,northbound,sharks,8/1400
59%,southbound,merpeople,8/1400
25%,southbound,pirates,8/1400
83%,northbound,water elemental,8/1400
10%,northbound,harpy,8/1400
100%+,southbound,unknown,8/1400
20%,northbound,sharks,8/1400
100%+,northbound,unknown,8/1400
22%,southbound,pirates,8/1400
74%,northbound,water elemental,8/1400
15%,northbound,harpy,8/1400
100%+,northbound,unknown,8/1400
60%,southbound,merpeople,8/1400
19%,southbound,pirates,8/1400
29%,northbound,pirates,8/1400
83%,southbound,nessie,8/1400
36%,southbound,pirates,8/1400
51%,southbound,pirates,8/1400
18%,northbound,harpy,8/1400
40%,northbound,kraken,8/1400
74%,southbound,water elemental,8/1400
89%,northbound,nessie,8/1400
18%,northbound,pirates,8/1400
80%,northbound,nessie,8/1400
38%,northbound,pirates,8/1400
31%,southbound,sharks,8/1400
42%,northbound,pirates,8/1400
22%,northbound,pirates,8/1400
0%,northbound,crabmonsters,8/1400
35%,southbound,pirates,8/1400
46%,northbound,merpeople,8/1400
9%,northbound,harpy,8/1400
47%,southbound,kraken,8/1400
51%,southbound,crabmonsters,8/1400
90%,southbound,nessie,8/1400
83%,southbound,water elemental,8/1400
100%+,southbound,unknown,8/1400
69%,southbound,crabmonsters,8/1400
20%,northbound,pirates,8/1400
100%+,southbound,unknown,8/1400
12%,southbound,sharks,8/1400
63%,southbound,kraken,8/1400
22%,southbound,pirates,8/1400
44%,southbound,merpeople,8/1400
80%,southbound,nessie,8/1400
100%+,southbound,unknown,8/1400
21%,southbound,pirates,8/1400
28%,southbound,pirates,8/1400
23%,northbound,sharks,8/1400
100%+,northbound,unknown,8/1400
100%+,northbound,unknown,8/1400
39%,southbound,sharks,8/1400
67%,northbound,kraken,8/1400
10%,southbound,crabmonsters,8/1400
